signalNum,trialNum,sensorPos,sampleNum,sensorVal,subjectID,matchingCond,channel,name,time
197,17,T7,196,-4.883,c,S2 match,14,co2c0000337,0.765625
198,17,T7,197,-5.859,c,S2 match,14,co2c0000337,0.76953125
199,17,T7,198,-7.812,c,S2 match,14,co2c0000337,0.7734375
200,17,T7,199,-9.277,c,S2 match,14,co2c0000337,0.77734375
201,17,T7,200,-8.789,c,S2 match,14,co2c0000337,0.78125
202,17,T7,201,-6.836,c,S2 match,14,co2c0000337,0.78515625
203,17,T7,202,-5.859,c,S2 match,14,co2c0000337,0.7890625
204,17,T7,203,-6.836,c,S2 match,14,co2c0000337,0.79296875
205,17,T7,204,-9.277,c,S2 match,14,co2c0000337,0.796875
206,17,T7,205,-10.742,c,S2 match,14,co2c0000337,0.80078125
207,17,T7,206,-10.254,c,S2 match,14,co2c0000337,0.8046875
208,17,T7,207,-7.812,c,S2 match,14,co2c0000337,0.80859375
209,17,T7,208,-6.348,c,S2 match,14,co2c0000337,0.8125
210,17,T7,209,-6.348,c,S2 match,14,co2c0000337,0.81640625
211,17,T7,210,-8.301,c,S2 match,14,co2c0000337,0.8203125
212,17,T7,211,-10.254,c,S2 match,14,co2c0000337,0.82421875
213,17,T7,212,-11.23,c,S2 match,14,co2c0000337,0.828125
214,17,T7,213,-9.766,c,S2 match,14,co2c0000337,0.83203125
215,17,T7,214,-8.789,c,S2 match,14,co2c0000337,0.8359375
216,17,T7,215,-9.277,c,S2 match,14,co2c0000337,0.83984375
217,17,T7,216,-10.254,c,S2 match,14,co2c0000337,0.84375
218,17,T7,217,-11.719,c,S2 match,14,co2c0000337,0.84765625
219,17,T7,218,-11.719,c,S2 match,14,co2c0000337,0.8515625
220,17,T7,219,-10.742,c,S2 match,14,co2c0000337,0.85546875
221,17,T7,220,-9.766,c,S2 match,14,co2c0000337,0.859375
222,17,T7,221,-9.766,c,S2 match,14,co2c0000337,0.86328125
223,17,T7,222,-10.742,c,S2 match,14,co2c0000337,0.8671875
224,17,T7,223,-13.184,c,S2 match,14,co2c0000337,0.87109375
225,17,T7,224,-14.648,c,S2 match,14,co2c0000337,0.875
226,17,T7,225,-15.625,c,S2 match,14,co2c0000337,0.87890625
227,17,T7,226,-16.113,c,S2 match,14,co2c0000337,0.8828125
228,17,T7,227,-15.625,c,S2 match,14,co2c0000337,0.88671875
229,17,T7,228,-15.137,c,S2 match,14,co2c0000337,0.890625
230,17,T7,229,-15.137,c,S2 match,14,co2c0000337,0.89453125
231,17,T7,230,-15.137,c,S2 match,14,co2c0000337,0.8984375
232,17,T7,231,-14.648,c,S2 match,14,co2c0000337,0.90234375
233,17,T7,232,-13.184,c,S2 match,14,co2c0000337,0.90625
234,17,T7,233,-9.766,c,S2 match,14,co2c0000337,0.91015625
235,17,T7,234,-5.859,c,S2 match,14,co2c0000337,0.9140625
236,17,T7,235,-2.93,c,S2 match,14,co2c0000337,0.91796875
237,17,T7,236,-2.93,c,S2 match,14,co2c0000337,0.921875
238,17,T7,237,-6.348,c,S2 match,14,co2c0000337,0.92578125
239,17,T7,238,-10.742,c,S2 match,14,co2c0000337,0.9296875
240,17,T7,239,-13.672,c,S2 match,14,co2c0000337,0.93359375
241,17,T7,240,-14.16,c,S2 match,14,co2c0000337,0.9375
242,17,T7,241,-13.184,c,S2 match,14,co2c0000337,0.94140625
243,17,T7,242,-12.695,c,S2 match,14,co2c0000337,0.9453125
244,17,T7,243,-13.184,c,S2 match,14,co2c0000337,0.94921875
245,17,T7,244,-14.16,c,S2 match,14,co2c0000337,0.953125
246,17,T7,245,-14.16,c,S2 match,14,co2c0000337,0.95703125
247,17,T7,246,-13.672,c,S2 match,14,co2c0000337,0.9609375
248,17,T7,247,-14.648,c,S2 match,14,co2c0000337,0.96484375
249,17,T7,248,-17.578,c,S2 match,14,co2c0000337,0.96875
250,17,T7,249,-22.461,c,S2 match,14,co2c0000337,0.97265625
251,17,T7,250,-25.879,c,S2 match,14,co2c0000337,0.9765625
252,17,T7,251,-25.879,c,S2 match,14,co2c0000337,0.98046875
253,17,T7,252,-21.973,c,S2 match,14,co2c0000337,0.984375
254,17,T7,253,-16.602,c,S2 match,14,co2c0000337,0.98828125
255,17,T7,254,-12.695,c,S2 match,14,co2c0000337,0.9921875
256,17,T7,255,-11.23,c,S2 match,14,co2c0000337,0.99609375
1,17,CZ,0,12.634,c,S2 match,15,co2c0000337,0
2,17,CZ,1,7.263,c,S2 match,15,co2c0000337,0.00390625
3,17,CZ,2,2.869,c,S2 match,15,co2c0000337,0.0078125
4,17,CZ,3,0.427,c,S2 match,15,co2c0000337,0.01171875
5,17,CZ,4,0.916,c,S2 match,15,co2c0000337,0.015625
6,17,CZ,5,3.357,c,S2 match,15,co2c0000337,0.01953125
7,17,CZ,6,6.775,c,S2 match,15,co2c0000337,0.0234375
8,17,CZ,7,10.193,c,S2 match,15,co2c0000337,0.02734375
9,17,CZ,8,13.611,c,S2 match,15,co2c0000337,0.03125
10,17,CZ,9,15.564,c,S2 match,15,co2c0000337,0.03515625
11,17,CZ,10,15.076,c,S2 match,15,co2c0000337,0.0390625
12,17,CZ,11,11.658,c,S2 match,15,co2c0000337,0.04296875
13,17,CZ,12,6.287,c,S2 match,15,co2c0000337,0.046875
14,17,CZ,13,0.427,c,S2 match,15,co2c0000337,0.05078125
15,17,CZ,14,-3.479,c,S2 match,15,co2c0000337,0.0546875
16,17,CZ,15,-3.967,c,S2 match,15,co2c0000337,0.05859375
17,17,CZ,16,-0.549,c,S2 match,15,co2c0000337,0.0625
18,17,CZ,17,5.31,c,S2 match,15,co2c0000337,0.06640625
19,17,CZ,18,10.193,c,S2 match,15,co2c0000337,0.0703125
20,17,CZ,19,12.146,c,S2 match,15,co2c0000337,0.07421875
21,17,CZ,20,10.681,c,S2 match,15,co2c0000337,0.078125
22,17,CZ,21,7.751,c,S2 match,15,co2c0000337,0.08203125
23,17,CZ,22,4.333,c,S2 match,15,co2c0000337,0.0859375
24,17,CZ,23,2.38,c,S2 match,15,co2c0000337,0.08984375
25,17,CZ,24,1.404,c,S2 match,15,co2c0000337,0.09375
26,17,CZ,25,0.916,c,S2 match,15,co2c0000337,0.09765625
27,17,CZ,26,0.427,c,S2 match,15,co2c0000337,0.1015625
28,17,CZ,27,-0.061,c,S2 match,15,co2c0000337,0.10546875
29,17,CZ,28,0.427,c,S2 match,15,co2c0000337,0.109375
30,17,CZ,29,0.916,c,S2 match,15,co2c0000337,0.11328125
31,17,CZ,30,0.916,c,S2 match,15,co2c0000337,0.1171875
32,17,CZ,31,-0.061,c,S2 match,15,co2c0000337,0.12109375
33,17,CZ,32,-0.549,c,S2 match,15,co2c0000337,0.125
34,17,CZ,33,0.916,c,S2 match,15,co2c0000337,0.12890625
35,17,CZ,34,4.822,c,S2 match,15,co2c0000337,0.1328125
36,17,CZ,35,9.705,c,S2 match,15,co2c0000337,0.13671875
37,17,CZ,36,11.169,c,S2 match,15,co2c0000337,0.140625
38,17,CZ,37,6.775,c,S2 match,15,co2c0000337,0.14453125
39,17,CZ,38,-1.038,c,S2 match,15,co2c0000337,0.1484375
40,17,CZ,39,-7.874,c,S2 match,15,co2c0000337,0.15234375
41,17,CZ,40,-9.338,c,S2 match,15,co2c0000337,0.15625
42,17,CZ,41,-4.944,c,S2 match,15,co2c0000337,0.16015625
43,17,CZ,42,1.892,c,S2 match,15,co2c0000337,0.1640625
44,17,CZ,43,5.31,c,S2 match,15,co2c0000337,0.16796875
45,17,CZ,44,4.333,c,S2 match,15,co2c0000337,0.171875
46,17,CZ,45,1.404,c,S2 match,15,co2c0000337,0.17578125
47,17,CZ,46,-0.061,c,S2 match,15,co2c0000337,0.1796875
48,17,CZ,47,2.869,c,S2 match,15,co2c0000337,0.18359375
49,17,CZ,48,8.728,c,S2 match,15,co2c0000337,0.1875
50,17,CZ,49,13.611,c,S2 match,15,co2c0000337,0.19140625
51,17,CZ,50,15.076,c,S2 match,15,co2c0000337,0.1953125
52,17,CZ,51,14.099,c,S2 match,15,co2c0000337,0.19921875
53,17,CZ,52,11.658,c,S2 match,15,co2c0000337,0.203125
54,17,CZ,53,10.681,c,S2 match,15,co2c0000337,0.20703125
55,17,CZ,54,11.169,c,S2 match,15,co2c0000337,0.2109375
56,17,CZ,55,13.123,c,S2 match,15,co2c0000337,0.21484375
57,17,CZ,56,14.587,c,S2 match,15,co2c0000337,0.21875
58,17,CZ,57,16.052,c,S2 match,15,co2c0000337,0.22265625
59,17,CZ,58,17.517,c,S2 match,15,co2c0000337,0.2265625
60,17,CZ,59,19.958,c,S2 match,15,co2c0000337,0.23046875
61,17,CZ,60,22.888,c,S2 match,15,co2c0000337,0.234375
62,17,CZ,61,24.841,c,S2 match,15,co2c0000337,0.23828125
63,17,CZ,62,24.841,c,S2 match,15,co2c0000337,0.2421875
64,17,CZ,63,21.423,c,S2 match,15,co2c0000337,0.24609375
65,17,CZ,64,16.541,c,S2 match,15,co2c0000337,0.25
66,17,CZ,65,11.169,c,S2 match,15,co2c0000337,0.25390625
67,17,CZ,66,7.751,c,S2 match,15,co2c0000337,0.2578125
68,17,CZ,67,6.287,c,S2 match,15,co2c0000337,0.26171875
69,17,CZ,68,8.24,c,S2 match,15,co2c0000337,0.265625
70,17,CZ,69,11.169,c,S2 match,15,co2c0000337,0.26953125
71,17,CZ,70,13.123,c,S2 match,15,co2c0000337,0.2734375
72,17,CZ,71,12.634,c,S2 match,15,co2c0000337,0.27734375
73,17,CZ,72,8.728,c,S2 match,15,co2c0000337,0.28125
74,17,CZ,73,2.869,c,S2 match,15,co2c0000337,0.28515625
75,17,CZ,74,-2.991,c,S2 match,15,co2c0000337,0.2890625
76,17,CZ,75,-5.92,c,S2 match,15,co2c0000337,0.29296875
77,17,CZ,76,-4.944,c,S2 match,15,co2c0000337,0.296875
78,17,CZ,77,-0.549,c,S2 match,15,co2c0000337,0.30078125
79,17,CZ,78,2.38,c,S2 match,15,co2c0000337,0.3046875
80,17,CZ,79,2.869,c,S2 match,15,co2c0000337,0.30859375
81,17,CZ,80,-0.549,c,S2 match,15,co2c0000337,0.3125
82,17,CZ,81,-4.456,c,S2 match,15,co2c0000337,0.31640625
83,17,CZ,82,-6.409,c,S2 match,15,co2c0000337,0.3203125
84,17,CZ,83,-4.944,c,S2 match,15,co2c0000337,0.32421875
85,17,CZ,84,-1.038,c,S2 match,15,co2c0000337,0.328125
86,17,CZ,85,2.38,c,S2 match,15,co2c0000337,0.33203125
87,17,CZ,86,3.357,c,S2 match,15,co2c0000337,0.3359375
88,17,CZ,87,3.357,c,S2 match,15,co2c0000337,0.33984375
89,17,CZ,88,2.38,c,S2 match,15,co2c0000337,0.34375
90,17,CZ,89,1.892,c,S2 match,15,co2c0000337,0.34765625
91,17,CZ,90,1.892,c,S2 match,15,co2c0000337,0.3515625
92,17,CZ,91,1.892,c,S2 match,15,co2c0000337,0.35546875
93,17,CZ,92,0.916,c,S2 match,15,co2c0000337,0.359375
94,17,CZ,93,-1.038,c,S2 match,15,co2c0000337,0.36328125
95,17,CZ,94,-2.014,c,S2 match,15,co2c0000337,0.3671875
96,17,CZ,95,-2.991,c,S2 match,15,co2c0000337,0.37109375
97,17,CZ,96,-3.479,c,S2 match,15,co2c0000337,0.375
98,17,CZ,97,-2.991,c,S2 match,15,co2c0000337,0.37890625
99,17,CZ,98,-3.479,c,S2 match,15,co2c0000337,0.3828125
100,17,CZ,99,-4.456,c,S2 match,15,co2c0000337,0.38671875
101,17,CZ,100,-5.92,c,S2 match,15,co2c0000337,0.390625
102,17,CZ,101,-8.362,c,S2 match,15,co2c0000337,0.39453125
103,17,CZ,102,-10.315,c,S2 match,15,co2c0000337,0.3984375
104,17,CZ,103,-10.803,c,S2 match,15,co2c0000337,0.40234375
105,17,CZ,104,-10.315,c,S2 match,15,co2c0000337,0.40625
106,17,CZ,105,-7.874,c,S2 match,15,co2c0000337,0.41015625
107,17,CZ,106,-4.944,c,S2 match,15,co2c0000337,0.4140625
108,17,CZ,107,-2.502,c,S2 match,15,co2c0000337,0.41796875
109,17,CZ,108,-1.038,c,S2 match,15,co2c0000337,0.421875
110,17,CZ,109,-0.549,c,S2 match,15,co2c0000337,0.42578125
111,17,CZ,110,-0.549,c,S2 match,15,co2c0000337,0.4296875
112,17,CZ,111,-2.502,c,S2 match,15,co2c0000337,0.43359375
113,17,CZ,112,-5.92,c,S2 match,15,co2c0000337,0.4375
114,17,CZ,113,-10.315,c,S2 match,15,co2c0000337,0.44140625
115,17,CZ,114,-13.245,c,S2 match,15,co2c0000337,0.4453125
116,17,CZ,115,-13.245,c,S2 match,15,co2c0000337,0.44921875
117,17,CZ,116,-10.803,c,S2 match,15,co2c0000337,0.453125
118,17,CZ,117,-6.409,c,S2 match,15,co2c0000337,0.45703125
119,17,CZ,118,-2.502,c,S2 match,15,co2c0000337,0.4609375
120,17,CZ,119,-0.061,c,S2 match,15,co2c0000337,0.46484375
121,17,CZ,120,0.427,c,S2 match,15,co2c0000337,0.46875
122,17,CZ,121,-0.549,c,S2 match,15,co2c0000337,0.47265625
123,17,CZ,122,-2.991,c,S2 match,15,co2c0000337,0.4765625
124,17,CZ,123,-5.92,c,S2 match,15,co2c0000337,0.48046875
125,17,CZ,124,-8.362,c,S2 match,15,co2c0000337,0.484375
126,17,CZ,125,-9.338,c,S2 match,15,co2c0000337,0.48828125
127,17,CZ,126,-7.385,c,S2 match,15,co2c0000337,0.4921875
128,17,CZ,127,-3.479,c,S2 match,15,co2c0000337,0.49609375
129,17,CZ,128,1.404,c,S2 match,15,co2c0000337,0.5
130,17,CZ,129,4.822,c,S2 match,15,co2c0000337,0.50390625
131,17,CZ,130,4.822,c,S2 match,15,co2c0000337,0.5078125
132,17,CZ,131,0.427,c,S2 match,15,co2c0000337,0.51171875
133,17,CZ,132,-6.897,c,S2 match,15,co2c0000337,0.515625
134,17,CZ,133,-14.221,c,S2 match,15,co2c0000337,0.51953125
135,17,CZ,134,-18.616,c,S2 match,15,co2c0000337,0.5234375
136,17,CZ,135,-18.127,c,S2 match,15,co2c0000337,0.52734375
137,17,CZ,136,-12.756,c,S2 match,15,co2c0000337,0.53125
138,17,CZ,137,-6.897,c,S2 match,15,co2c0000337,0.53515625
139,17,CZ,138,-3.479,c,S2 match,15,co2c0000337,0.5390625
140,17,CZ,139,-3.479,c,S2 match,15,co2c0000337,0.54296875
141,17,CZ,140,-6.409,c,S2 match,15,co2c0000337,0.546875
142,17,CZ,141,-10.315,c,S2 match,15,co2c0000337,0.55078125
143,17,CZ,142,-12.756,c,S2 match,15,co2c0000337,0.5546875
144,17,CZ,143,-13.733,c,S2 match,15,co2c0000337,0.55859375
145,17,CZ,144,-13.733,c,S2 match,15,co2c0000337,0.5625
146,17,CZ,145,-13.733,c,S2 match,15,co2c0000337,0.56640625
147,17,CZ,146,-13.245,c,S2 match,15,co2c0000337,0.5703125
148,17,CZ,147,-12.268,c,S2 match,15,co2c0000337,0.57421875
149,17,CZ,148,-9.827,c,S2 match,15,co2c0000337,0.578125
150,17,CZ,149,-6.897,c,S2 match,15,co2c0000337,0.58203125
151,17,CZ,150,-5.432,c,S2 match,15,co2c0000337,0.5859375
152,17,CZ,151,-7.874,c,S2 match,15,co2c0000337,0.58984375
153,17,CZ,152,-11.78,c,S2 match,15,co2c0000337,0.59375
154,17,CZ,153,-15.198,c,S2 match,15,co2c0000337,0.59765625
155,17,CZ,154,-13.245,c,S2 match,15,co2c0000337,0.6015625
156,17,CZ,155,-6.897,c,S2 match,15,co2c0000337,0.60546875
157,17,CZ,156,1.404,c,S2 match,15,co2c0000337,0.609375
158,17,CZ,157,6.287,c,S2 match,15,co2c0000337,0.61328125
159,17,CZ,158,6.287,c,S2 match,15,co2c0000337,0.6171875
160,17,CZ,159,2.869,c,S2 match,15,co2c0000337,0.62109375
161,17,CZ,160,-0.061,c,S2 match,15,co2c0000337,0.625
162,17,CZ,161,-0.061,c,S2 match,15,co2c0000337,0.62890625
163,17,CZ,162,2.38,c,S2 match,15,co2c0000337,0.6328125
164,17,CZ,163,5.31,c,S2 match,15,co2c0000337,0.63671875
165,17,CZ,164,6.287,c,S2 match,15,co2c0000337,0.640625
166,17,CZ,165,4.822,c,S2 match,15,co2c0000337,0.64453125
167,17,CZ,166,3.357,c,S2 match,15,co2c0000337,0.6484375
168,17,CZ,167,3.357,c,S2 match,15,co2c0000337,0.65234375
169,17,CZ,168,4.822,c,S2 match,15,co2c0000337,0.65625
170,17,CZ,169,5.798,c,S2 match,15,co2c0000337,0.66015625
171,17,CZ,170,5.798,c,S2 match,15,co2c0000337,0.6640625
172,17,CZ,171,6.287,c,S2 match,15,co2c0000337,0.66796875
173,17,CZ,172,6.775,c,S2 match,15,co2c0000337,0.671875
174,17,CZ,173,8.728,c,S2 match,15,co2c0000337,0.67578125
175,17,CZ,174,10.681,c,S2 match,15,co2c0000337,0.6796875
176,17,CZ,175,10.681,c,S2 match,15,co2c0000337,0.68359375
177,17,CZ,176,8.728,c,S2 match,15,co2c0000337,0.6875
178,17,CZ,177,5.798,c,S2 match,15,co2c0000337,0.69140625
179,17,CZ,178,3.845,c,S2 match,15,co2c0000337,0.6953125
180,17,CZ,179,2.869,c,S2 match,15,co2c0000337,0.69921875
181,17,CZ,180,2.869,c,S2 match,15,co2c0000337,0.703125
182,17,CZ,181,2.869,c,S2 match,15,co2c0000337,0.70703125
183,17,CZ,182,3.357,c,S2 match,15,co2c0000337,0.7109375
184,17,CZ,183,5.798,c,S2 match,15,co2c0000337,0.71484375
185,17,CZ,184,10.193,c,S2 match,15,co2c0000337,0.71875
186,17,CZ,185,14.587,c,S2 match,15,co2c0000337,0.72265625
187,17,CZ,186,16.541,c,S2 match,15,co2c0000337,0.7265625
188,17,CZ,187,14.587,c,S2 match,15,co2c0000337,0.73046875
189,17,CZ,188,12.634,c,S2 match,15,co2c0000337,0.734375
190,17,CZ,189,11.658,c,S2 match,15,co2c0000337,0.73828125
191,17,CZ,190,13.611,c,S2 match,15,co2c0000337,0.7421875
192,17,CZ,191,16.052,c,S2 match,15,co2c0000337,0.74609375
193,17,CZ,192,15.564,c,S2 match,15,co2c0000337,0.75
194,17,CZ,193,11.658,c,S2 match,15,co2c0000337,0.75390625
195,17,CZ,194,7.263,c,S2 match,15,co2c0000337,0.7578125
196,17,CZ,195,4.333,c,S2 match,15,co2c0000337,0.76171875
197,17,CZ,196,3.845,c,S2 match,15,co2c0000337,0.765625
198,17,CZ,197,4.333,c,S2 match,15,co2c0000337,0.76953125
199,17,CZ,198,2.869,c,S2 match,15,co2c0000337,0.7734375
200,17,CZ,199,0.427,c,S2 match,15,co2c0000337,0.77734375
201,17,CZ,200,-2.014,c,S2 match,15,co2c0000337,0.78125
202,17,CZ,201,-2.502,c,S2 match,15,co2c0000337,0.78515625
203,17,CZ,202,-1.526,c,S2 match,15,co2c0000337,0.7890625
204,17,CZ,203,-2.502,c,S2 match,15,co2c0000337,0.79296875
205,17,CZ,204,-5.92,c,S2 match,15,co2c0000337,0.796875
206,17,CZ,205,-10.315,c,S2 match,15,co2c0000337,0.80078125
207,17,CZ,206,-12.268,c,S2 match,15,co2c0000337,0.8046875
208,17,CZ,207,-10.315,c,S2 match,15,co2c0000337,0.80859375
209,17,CZ,208,-4.944,c,S2 match,15,co2c0000337,0.8125
210,17,CZ,209,-0.549,c,S2 match,15,co2c0000337,0.81640625
211,17,CZ,210,-0.549,c,S2 match,15,co2c0000337,0.8203125
212,17,CZ,211,-3.479,c,S2 match,15,co2c0000337,0.82421875
213,17,CZ,212,-8.362,c,S2 match,15,co2c0000337,0.828125
214,17,CZ,213,-11.78,c,S2 match,15,co2c0000337,0.83203125
215,17,CZ,214,-12.756,c,S2 match,15,co2c0000337,0.8359375
216,17,CZ,215,-11.292,c,S2 match,15,co2c0000337,0.83984375
217,17,CZ,216,-8.362,c,S2 match,15,co2c0000337,0.84375
218,17,CZ,217,-5.432,c,S2 match,15,co2c0000337,0.84765625
219,17,CZ,218,-4.456,c,S2 match,15,co2c0000337,0.8515625
220,17,CZ,219,-5.92,c,S2 match,15,co2c0000337,0.85546875
221,17,CZ,220,-9.827,c,S2 match,15,co2c0000337,0.859375
222,17,CZ,221,-13.245,c,S2 match,15,co2c0000337,0.86328125
223,17,CZ,222,-14.709,c,S2 match,15,co2c0000337,0.8671875
224,17,CZ,223,-14.221,c,S2 match,15,co2c0000337,0.87109375
225,17,CZ,224,-12.756,c,S2 match,15,co2c0000337,0.875
226,17,CZ,225,-13.245,c,S2 match,15,co2c0000337,0.87890625
227,17,CZ,226,-15.686,c,S2 match,15,co2c0000337,0.8828125
228,17,CZ,227,-18.127,c,S2 match,15,co2c0000337,0.88671875
229,17,CZ,228,-19.592,c,S2 match,15,co2c0000337,0.890625
230,17,CZ,229,-20.569,c,S2 match,15,co2c0000337,0.89453125
231,17,CZ,230,-22.034,c,S2 match,15,co2c0000337,0.8984375
232,17,CZ,231,-24.963,c,S2 match,15,co2c0000337,0.90234375
233,17,CZ,232,-27.405,c,S2 match,15,co2c0000337,0.90625
234,17,CZ,233,-26.428,c,S2 match,15,co2c0000337,0.91015625
235,17,CZ,234,-21.545,c,S2 match,15,co2c0000337,0.9140625
236,17,CZ,235,-16.174,c,S2 match,15,co2c0000337,0.91796875
237,17,CZ,236,-14.221,c,S2 match,15,co2c0000337,0.921875
238,17,CZ,237,-19.592,c,S2 match,15,co2c0000337,0.92578125
239,17,CZ,238,-29.358,c,S2 match,15,co2c0000337,0.9296875
240,17,CZ,239,-38.635,c,S2 match,15,co2c0000337,0.93359375
241,17,CZ,240,-43.518,c,S2 match,15,co2c0000337,0.9375
242,17,CZ,241,-44.006,c,S2 match,15,co2c0000337,0.94140625
243,17,CZ,242,-43.03,c,S2 match,15,co2c0000337,0.9453125
244,17,CZ,243,-44.495,c,S2 match,15,co2c0000337,0.94921875
245,17,CZ,244,-48.889,c,S2 match,15,co2c0000337,0.953125
246,17,CZ,245,-55.237,c,S2 match,15,co2c0000337,0.95703125
247,17,CZ,246,-61.096,c,S2 match,15,co2c0000337,0.9609375
248,17,CZ,247,-65.491,c,S2 match,15,co2c0000337,0.96484375
249,17,CZ,248,-68.42,c,S2 match,15,co2c0000337,0.96875
250,17,CZ,249,-72.327,c,S2 match,15,co2c0000337,0.97265625
251,17,CZ,250,-76.721,c,S2 match,15,co2c0000337,0.9765625
252,17,CZ,251,-81.116,c,S2 match,15,co2c0000337,0.98046875
253,17,CZ,252,-84.534,c,S2 match,15,co2c0000337,0.984375
254,17,CZ,253,-85.51,c,S2 match,15,co2c0000337,0.98828125
255,17,CZ,254,-85.51,c,S2 match,15,co2c0000337,0.9921875
256,17,CZ,255,-84.045,c,S2 match,15,co2c0000337,0.99609375
1,17,C3,0,4.059,c,S2 match,16,co2c0000337,0
2,17,C3,1,2.594,c,S2 match,16,co2c0000337,0.00390625
3,17,C3,2,0.641,c,S2 match,16,co2c0000337,0.0078125
4,17,C3,3,-1.801,c,S2 match,16,co2c0000337,0.01171875
5,17,C3,4,-3.265,c,S2 match,16,co2c0000337,0.015625
6,17,C3,5,-1.801,c,S2 match,16,co2c0000337,0.01953125
7,17,C3,6,0.641,c,S2 match,16,co2c0000337,0.0234375
8,17,C3,7,1.617,c,S2 match,16,co2c0000337,0.02734375
9,17,C3,8,0.153,c,S2 match,16,co2c0000337,0.03125
10,17,C3,9,-2.289,c,S2 match,16,co2c0000337,0.03515625
11,17,C3,10,-3.754,c,S2 match,16,co2c0000337,0.0390625
12,17,C3,11,-3.754,c,S2 match,16,co2c0000337,0.04296875
13,17,C3,12,-2.777,c,S2 match,16,co2c0000337,0.046875
14,17,C3,13,-2.289,c,S2 match,16,co2c0000337,0.05078125
15,17,C3,14,-1.801,c,S2 match,16,co2c0000337,0.0546875
16,17,C3,15,0.641,c,S2 match,16,co2c0000337,0.05859375
17,17,C3,16,4.059,c,S2 match,16,co2c0000337,0.0625
18,17,C3,17,6.5,c,S2 match,16,co2c0000337,0.06640625
19,17,C3,18,7.477,c,S2 match,16,co2c0000337,0.0703125
20,17,C3,19,6.012,c,S2 match,16,co2c0000337,0.07421875
21,17,C3,20,4.547,c,S2 match,16,co2c0000337,0.078125
22,17,C3,21,2.594,c,S2 match,16,co2c0000337,0.08203125
23,17,C3,22,0.641,c,S2 match,16,co2c0000337,0.0859375
24,17,C3,23,-0.824,c,S2 match,16,co2c0000337,0.08984375
25,17,C3,24,-2.777,c,S2 match,16,co2c0000337,0.09375
26,17,C3,25,-4.242,c,S2 match,16,co2c0000337,0.09765625
27,17,C3,26,-4.73,c,S2 match,16,co2c0000337,0.1015625
28,17,C3,27,-4.242,c,S2 match,16,co2c0000337,0.10546875
29,17,C3,28,-2.777,c,S2 match,16,co2c0000337,0.109375
30,17,C3,29,-1.801,c,S2 match,16,co2c0000337,0.11328125
31,17,C3,30,-0.824,c,S2 match,16,co2c0000337,0.1171875
32,17,C3,31,-0.336,c,S2 match,16,co2c0000337,0.12109375
33,17,C3,32,0.641,c,S2 match,16,co2c0000337,0.125
34,17,C3,33,1.129,c,S2 match,16,co2c0000337,0.12890625
35,17,C3,34,0.153,c,S2 match,16,co2c0000337,0.1328125
36,17,C3,35,-1.312,c,S2 match,16,co2c0000337,0.13671875
37,17,C3,36,-2.289,c,S2 match,16,co2c0000337,0.140625
38,17,C3,37,-1.801,c,S2 match,16,co2c0000337,0.14453125
39,17,C3,38,1.129,c,S2 match,16,co2c0000337,0.1484375
40,17,C3,39,3.571,c,S2 match,16,co2c0000337,0.15234375
41,17,C3,40,4.059,c,S2 match,16,co2c0000337,0.15625
42,17,C3,41,3.082,c,S2 match,16,co2c0000337,0.16015625
43,17,C3,42,0.641,c,S2 match,16,co2c0000337,0.1640625
44,17,C3,43,-0.824,c,S2 match,16,co2c0000337,0.16796875
45,17,C3,44,-1.312,c,S2 match,16,co2c0000337,0.171875
46,17,C3,45,-0.824,c,S2 match,16,co2c0000337,0.17578125
47,17,C3,46,-0.336,c,S2 match,16,co2c0000337,0.1796875
48,17,C3,47,0.153,c,S2 match,16,co2c0000337,0.18359375
49,17,C3,48,0.153,c,S2 match,16,co2c0000337,0.1875
50,17,C3,49,-0.824,c,S2 match,16,co2c0000337,0.19140625
51,17,C3,50,-2.289,c,S2 match,16,co2c0000337,0.1953125
52,17,C3,51,-3.265,c,S2 match,16,co2c0000337,0.19921875
53,17,C3,52,-3.265,c,S2 match,16,co2c0000337,0.203125
54,17,C3,53,-2.289,c,S2 match,16,co2c0000337,0.20703125
55,17,C3,54,-1.801,c,S2 match,16,co2c0000337,0.2109375
56,17,C3,55,-2.777,c,S2 match,16,co2c0000337,0.21484375
57,17,C3,56,-3.754,c,S2 match,16,co2c0000337,0.21875
58,17,C3,57,-4.242,c,S2 match,16,co2c0000337,0.22265625
59,17,C3,58,-1.801,c,S2 match,16,co2c0000337,0.2265625
60,17,C3,59,1.129,c,S2 match,16,co2c0000337,0.23046875
61,17,C3,60,3.571,c,S2 match,16,co2c0000337,0.234375
62,17,C3,61,4.059,c,S2 match,16,co2c0000337,0.23828125
63,17,C3,62,4.547,c,S2 match,16,co2c0000337,0.2421875
64,17,C3,63,5.524,c,S2 match,16,co2c0000337,0.24609375
65,17,C3,64,7.477,c,S2 match,16,co2c0000337,0.25
66,17,C3,65,8.453,c,S2 match,16,co2c0000337,0.25390625
67,17,C3,66,7.965,c,S2 match,16,co2c0000337,0.2578125
68,17,C3,67,5.035,c,S2 match,16,co2c0000337,0.26171875
69,17,C3,68,2.594,c,S2 match,16,co2c0000337,0.265625
70,17,C3,69,0.641,c,S2 match,16,co2c0000337,0.26953125
71,17,C3,70,0.641,c,S2 match,16,co2c0000337,0.2734375
72,17,C3,71,0.641,c,S2 match,16,co2c0000337,0.27734375
